n_epi,total_reward,v_epi_mean,cn_epi,sn_epi
10,16.79035677286506,5.779032915940496,0.2,0.0
20,3.195472035850877,1.0651573452836276,0.0,0.0
30,0.0029999999999999875,0.0010000000000000002,0.0,0.0
40,0.0029999999999999875,0.0010000000000000002,0.0,0.0
50,0.0029999999999999875,0.0010000000000000002,0.0,0.0
